sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_bmasse,pl_orbeccen,st_mass,ra,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
1,1,2010,2.994325,0.04407,832.7146,0.36,1.27,280.6872998,5.9376586,655.037,12.897,11.248,12.841
1,1,2010,2.994325,0.04351,791.3967,0.0,1.23,280.6872998,5.9376586,655.037,12.897,11.248,12.841
1,1,2010,2.828042,0.04013,290.81445,0.05,1.08,100.7656871,-1.2964437,1126.37,15.588,13.557,15.3453
1,1,2010,4.03519,0.05107,423.03173,0.067,1.09,102.7211432,-5.0864557,1148.93,15.005,13.376,14.9147
1,1,2010,1.51214,0.02691,2358.2986,0.036,1.13,103.4242023,-5.5360385,1744.6,15.932,13.806,15.8116
1,1,2010,6.212381,0.06339,69.28694,0.19,0.88,291.5885696,1.4262972,322.037,14.792,11.463,14.2195
1,1,2010,2.64561,0.0287,8.4,0.08,0.45,164.6433493,-31.1443383,20.3779,11.938,7.47,10.9233
2,4,2010,1050.3,1.8,1570.0,0.328,0.71,262.5448903,-51.6377777,16.0272,9.58,5.825,8.86517
2,4,2010,1051.44521,1.735,1840.86213,0.319,0.63,262.5448903,-51.6377777,16.0272,9.58,5.825,8.86517
1,4,2010,124.26,0.3343,14.6,0.055,0.32,343.3239737,-14.2665958,4.67517,10.16,5.01,8.8753
1,4,2010,124.5,0.3514,16.58,0.031,0.37,343.3239737,-14.2665958,4.67517,10.16,5.01,8.8753
2,1,2010,4.627682,0.06062,731.96249,0.1074,1.39,260.1161719,38.2421682,222.663,9.988,8.851,9.87283
1,1,2010,10.863502,0.0965,619.45067,0.2,1.01,66.248142,39.460602,192.516,12.41,9.641,11.7232
3,1,2010,2.7759712,0.04134,1341.56043,0.0462,1.22,9.5730343,42.4630961,226.637,10.911,9.553001,10.7568
1,2,2010,10.338523,0.0882,170.67471,0.3417,0.86,324.5359781,30.4881882,92.3831,10.375,8.544,10.2743
1,2,2010,3972.0,4.67,915.3504,0.295,0.86,324.5359781,30.4881882,92.3831,10.375,8.544,10.2743
1,1,2010,5.508023,0.05596,63.566,0.087,0.77,256.346376,33.0123251,161.4,12.597,10.234,12.3682
1,1,2010,4.008778,0.04664,90.26372,0.024,0.84,9.5165832,34.7114025,202.078,12.826,10.546,12.5567
1,1,2010,2.8753186,0.03617,2310.6241,0.0158,0.76,111.9164295,24.3361185,71.0374,11.231,8.601,10.9903
1,1,2010,4.124481,0.0495,1261.7851,0.217,0.95,171.2749348,41.0280207,277.278,11.459,10.111,11.5583
2,1,2010,3.21222,0.04142,690.32676,0.002,0.92,155.6814593,50.1287115,81.7647,9.763,7.837,9.51936
1,1,2010,1.21288287,0.0232,626.1251,0.052,1.13,306.1239076,16.7621462,364.813,11.937,10.791,12.1741
2,1,2010,3.3552479,0.04651,229.79109,0.038,1.19,108.8251171,14.2626064,415.344,11.762,10.543,11.6396
1,1,2010,3.652836,0.04659,180.20961,0.033,1.01,48.4354731,25.1973548,300.384,13.146,10.815,12.8416
1,2,2010,5.7727,0.063438,7.6,0.14,1.02,4.6762645,-8.0536206,23.4534,6.47933,4.897,6.29454
1,2,2010,75.195,0.362,251.0857,0.744,1.12,268.4181383,56.3924701,67.7855,8.0,6.271,7.81298
1,2,2010,1267.4,2.38,686.5128,0.076,1.12,268.4181383,56.3924701,67.7855,8.0,6.271,7.81298
2,1,2010,280.17,0.87,140.79869,0.238,1.12,270.3800811,0.1044685,53.1119,8.1,6.586,7.95594
1,3,2010,2041.11539,3.185,1466.7781,0.1,1.03,322.0510568,-21.7274194,47.7945,7.99,6.459,7.83246
2,1,2010,1333.0,2.45,1207.74795,0.95,1.1,66.2108141,-50.6228081,55.2884,7.69,6.006,7.49977
1,2,2010,308.92072,0.882,175.75911,0.742,0.96,93.3993231,-29.8971929,62.4112,8.98,7.203,8.77158
1,1,2010,472.0,1.26,184.34048,0.41,1.2,95.0599971,-10.7250799,52.9051,7.69,6.115,7.52973
1,1,2010,6.8731697,0.0804,657.9081,0.15,1.46,296.8136883,47.5265446,2305.01,14.657,13.27,14.5591
1,1,2010,3.52249905,0.04835,177.9848,0.18,1.21,281.2881335,42.4510975,1021.87,13.598,12.293,13.5299
1,1,2010,1.420033,0.02343,346.42,0.0,0.85,303.3818697,65.1623313,185.615,12.692,10.409,12.4764
1,1,2010,1.42002504,0.02343,419.85343,0.012,0.85,303.3818697,65.1623313,185.615,12.692,10.409,12.4764
1,1,2010,4.3225126,0.05212,94.39551,0.048,1.01,347.4928024,18.3961597,258.426,11.59,9.982,11.3987
1,1,2010,3.5327313,0.04698,186.876,0.0,1.11,52.8180374,-23.8197924,317.652,11.99,10.318,11.5821
1,1,2010,3.5327313,0.047,181.1631,0.021,1.11,52.8180374,-23.8197924,317.652,11.99,10.318,11.5821
1,1,2010,2.94443,0.037,279.37257,0.065,0.78,101.1275033,-42.7622296,207.49,12.539,10.45,12.3208
1,1,2010,2.9444256,0.0376,280.95,0.062,0.78,101.1275033,-42.7622296,207.49,12.539,10.45,12.3208
3,1,2010,2.34121242,0.03651,340.382,0.0,1.18,227.2154975,2.343286,322.114,11.219,10.148,11.3945
3,1,2010,2.3412217,0.03607,336.8998,0.0046,1.15,227.2154975,2.343286,322.114,11.219,10.148,11.3945
1,1,2010,3.7648327,0.04738,182.43442,0.083,1.0,195.3597581,-27.5222273,211.416,11.875,10.174,11.6885
1,1,2010,3.764825,0.0473,184.334,0.0,1.0,195.3597581,-27.5222273,211.416,11.875,10.174,11.6885
1,1,2010,3.764825,0.0473,184.3414,0.0,1.0,195.3597581,-27.5222273,211.416,11.875,10.174,11.6885
2,1,2010,2.7565972,0.03997,329.90754,0.0039,1.12,4.6030424,-15.2674044,252.759,11.297,9.69,10.9935
2,1,2010,2.7566004,0.03985,326.715,0.0,1.11,4.6030424,-15.2674044,252.759,11.297,9.69,10.9935
1,1,2010,3.9227186,0.04566,77.86835,0.059,0.82,357.8791976,-39.9071215,87.5953,11.331,8.783,10.8932
1,1,2010,3.922727,0.0457,77.547,0.03,0.82,357.8791976,-39.9071215,87.5953,11.331,8.783,10.8932
1,1,2010,3.405886,0.04663,155.41887,0.047,1.17,169.4388603,-19.0547781,383.829,11.658,10.65,11.8163
1,1,2010,3.405909,0.04657,151.92274,0.0,1.16,169.4388603,-19.0547781,383.829,11.658,10.65,11.8163
1,1,2010,3.4059096,0.04659,151.916,0.0,1.16,169.4388603,-19.0547781,383.829,11.658,10.65,11.8163
1,1,2010,2.7186591,0.03904,1109.2267,0.004,1.07,3.9617073,1.2005122,275.994,11.257,10.161,11.409
1,1,2010,2.718659,0.0394,1144.14,0.018,1.1,3.9617073,1.2005122,275.994,11.257,10.161,11.409
1,1,2010,4.3176782,0.0524,187.51,0.038,1.01,165.3993679,-23.8609457,132.096,10.285,8.792,10.2046
1,1,2010,4.3176782,0.0521,185.29489,0.025,1.01,165.3993679,-23.8609457,132.096,10.285,8.792,10.2046
1,1,2010,3.577469,0.0446,572.07,0.0,0.93,221.9438866,1.0650227,392.791,12.815,11.093,12.542
1,1,2010,3.577469,0.0447,546.6676,0.052,0.93,221.9438866,1.0650227,392.791,12.815,11.093,12.542
1,1,2010,6.871815,0.07584,841.61384,0.0278,1.23,243.9597194,10.0324103,136.24,9.391,7.998,9.20974
1,1,2010,6.87188,0.0758,861.3193,0.028,1.23,243.9597194,10.0324103,136.24,9.391,7.998,9.20974
1,1,2010,6.871815,0.07522,855.245,0.0314,1.2,243.9597194,10.0324103,136.24,9.391,7.998,9.20974
2,2,2010,8.158715,0.0801,713.18,0.31,1.03,359.9008737,-35.0313349,89.9606,9.789,8.086,9.61249
2,2,2010,8.158715,0.0801,677.61356,0.3057,1.03,359.9008737,-35.0313349,89.9606,9.789,8.086,9.61249
1,1,2010,533.0,1.36,2793.7257,0.64,1.86,5.3055886,-8.2811442,752.615,9.19,6.018,8.74943
1,1,2010,533.0,1.3,1938.68,0.64,1.09,5.3055886,-8.2811442,752.615,9.19,6.018,8.74943
1,1,2010,176.3,0.76,708.7609,0.11,1.23,242.5162215,26.7429068,135.292,6.57226,4.122,6.28309
1,1,2010,176.13,0.762,888.01257,0.111,1.9,242.5162215,26.7429068,135.292,6.57226,4.122,6.28309
1,1,2010,176.3,0.76,921.668,0.112,1.9,242.5162215,26.7429068,135.292,6.57226,4.122,6.28309
1,1,2010,396.03,1.46,6397.9179,0.26,2.2,288.7094401,31.8604391,122.362,6.61519,4.312,6.34583
1,1,2010,396.03,1.4,6992.26,0.257,2.6,288.7094401,31.8604391,122.362,6.61519,4.312,6.34583
1,1,2010,394.73,1.448,7216.92964,0.247,2.6,288.7094401,31.8604391,122.362,6.61519,4.312,6.34583
1,2,2010,606.3,1.565,508.21017,0.087,1.39,316.6664183,3.8033357,72.5922,6.48605,4.286,6.23723
1,2,2010,852.5,1.96,385.84562,0.243,1.39,316.6664183,3.8033357,72.5922,6.48605,4.286,6.23723
2,1,2010,6.4948,0.08,292.4036,0.05,1.59,177.8436988,57.6406584,121.89,7.86,5.663,7.60844
2,1,2010,6.4947,0.0807,305.1168,0.037,1.66,177.8436988,57.6406584,121.89,7.86,5.663,7.60844
1,2,2010,613.79999,1.64,721.4741,0.04,1.97,316.6664183,3.8033357,72.5922,6.48605,4.286,6.23723
2,2,2010,111.163,0.496,33.05415,0.54,1.32,286.3363574,25.9204327,62.7674,7.18,4.809,6.8866
1,2,2010,452.8,1.333,632.46,0.09,1.54,155.8684866,-0.9023998,72.0691,6.4535,4.285,6.20374
1,2,2010,883.0,2.08,273.32,0.29,1.54,155.8684866,-0.9023998,72.0691,6.4535,4.285,6.20374
2,1,2010,6.495,0.081,305.1,0.048,1.68,177.8436988,57.6406584,121.89,7.86,5.663,7.60844
1,2,2010,613.8,1.601,587.96,0.04,1.44,316.6664183,3.8033357,72.5922,6.48605,4.286,6.23723
1,2,2010,825.0,1.95,284.446,0.181,1.44,316.6664183,3.8033357,72.5922,6.48605,4.286,6.23723
2,2,2010,110.9,0.5137,47.6725,0.3,1.47,286.3363574,25.9204327,62.7674,7.18,4.809,6.8866
1,2,2010,663.2,1.24,114.41,0.14,0.58,196.233933,-52.4463502,16.2817,9.05,5.637,8.4428
1,2,2010,1818.0,2.44,295.57,0.2,0.58,196.233933,-52.4463502,16.2817,9.05,5.637,8.4428
1,1,2010,6.87349,0.08,699.2,0.0,1.48,296.8136883,47.5265446,2305.01,14.657,13.27,14.5591
1,2,2010,75.2203,0.362,249.05159,0.7441,1.12,268.4181383,56.3924701,67.7855,8.0,6.271,7.81298
1,2,2010,1272.0,2.39,699.54383,0.08,1.12,268.4181383,56.3924701,67.7855,8.0,6.271,7.81298
1,1,2010,468.7,1.295,141.75147,0.44,1.33,73.6822877,12.3520103,58.1438,7.13266,5.792,6.98479
1,2,2010,75.29,0.36,244.72,0.73,1.09,268.4181383,56.3924701,67.7855,8.0,6.271,7.81298
1,2,2010,1314.0,2.42,727.8,0.12,1.09,268.4181383,56.3924701,67.7855,8.0,6.271,7.81298
2,1,2010,4.627649,0.0596,724.6524,0.066,1.32,260.1161719,38.2421682,222.663,9.988,8.851,9.87283
1,1,2010,466.0,1.26,158.908,0.3,1.23,73.6822877,12.3520103,58.1438,7.13266,5.792,6.98479
2,1,2010,1116.0,2.15,368.67,0.81,1.06,66.2108141,-50.6228081,55.2884,7.69,6.006,7.49977
1,1,2010,363.2,1.02,108.0622,0.41,1.08,84.2605324,-73.6998131,38.0615,6.69,5.267,6.54392
1,1,2010,3.52254,0.0483,191.643,0.0,1.21,281.2881335,42.4510975,1021.87,13.598,12.293,13.5299
1,1,2010,466.0,1.26,197.0546,0.3,1.7,73.6822877,12.3520103,58.1438,7.13266,5.792,6.98479
1,1,2010,472.3,1.19,184.33,0.61,1.0,95.0599971,-10.7250799,52.9051,7.69,6.115,7.52973
1,1,2010,2.99433,0.0436,740.51,0.0,1.27,280.6872998,5.9376586,655.037,12.897,11.248,12.841
1,1,2010,363.20001,1.02,127.132,0.41,1.37,84.2605324,-73.6998131,38.0615,6.69,5.267,6.54392
2,1,2010,4.627669,0.0606,709.367,0.107,1.39,260.1161719,38.2421682,222.663,9.988,8.851,9.87283
2,1,2010,1802.29,2.971,290.81445,0.042,1.08,58.9574779,-65.1863239,55.6146,7.77,6.489,7.638
2,1,2010,3.35524,0.0465,217.704,0.067,1.19,108.8251171,14.2626064,415.344,11.762,10.543,11.6396
1,2,2010,263.3,0.71,85.81,0.61,0.7,196.233933,-52.4463502,16.2817,9.05,5.637,8.4428
1,2,2010,1657.0,2.43,225.65,0.32,0.7,196.233933,-52.4463502,16.2817,9.05,5.637,8.4428
1,6,2010,10.30375,0.091,4.3,0.0,0.95,297.1150949,41.9091092,646.346,13.817,12.18,13.7062
1,6,2010,13.02502,0.106,13.5,0.0,0.95,297.1150949,41.9091092,646.346,13.817,12.18,13.7062
1,6,2010,22.68719,0.159,6.1,0.0,0.95,297.1150949,41.9091092,646.346,13.817,12.18,13.7062
1,6,2010,31.9959,0.194,8.4,0.0,0.95,297.1150949,41.9091092,646.346,13.817,12.18,13.7062
1,6,2010,46.68876,0.25,2.3,0.0,0.95,297.1150949,41.9091092,646.346,13.817,12.18,13.7062
1,6,2010,118.37774,0.462,300.0,0.0,0.95,297.1150949,41.9091092,646.346,13.817,12.18,13.7062
2,1,2010,2.7566,0.04,324.18498,0.0,1.12,4.6030424,-15.2674044,252.759,11.297,9.69,10.9935
1,2,2010,327.8,0.92,190.69,0.83,0.96,93.3993231,-29.8971929,62.4112,8.98,7.203,8.77158
1,1,2010,4.124481,0.0494,1291.289,0.228,0.95,171.2749348,41.0280207,277.278,11.459,10.111,11.5583
1,1,2010,1.212884,0.0232,664.237,0.106,1.13,306.1239076,16.7621462,364.813,11.937,10.791,12.1741
1,2,2010,5.77142,0.0636,6.61083,0.062,1.03,4.6762645,-8.0536206,23.4534,6.47933,4.897,6.29454
3,1,2010,2.77596,0.0413,1332.605,0.036,1.22,9.5730343,42.4630961,226.637,10.911,9.553001,10.7568
1,1,2010,1.51214,0.027,2415.4,0.0,1.13,103.4242023,-5.5360385,1744.6,15.932,13.806,15.8116
2,1,2010,3.21222,0.0414,682.352,0.016,0.92,155.6814593,50.1287115,81.7647,9.763,7.837,9.51936
1,3,2010,1931.0,3.082,1287.16,0.131,1.04,322.0510568,-21.7274194,47.7945,7.99,6.459,7.83246
1,3,2010,1920.09998,3.07,1099.6918,0.23,1.03,322.0510568,-21.7274194,47.7945,7.99,6.459,7.83246
1,3,2010,2050.0,3.208,1576.4289,0.091,1.04,322.0510568,-21.7274194,47.7945,7.99,6.459,7.83246
1,6,2010,10.3039,0.091,1.9,0.045,0.96,297.1150949,41.9091092,646.346,13.817,12.18,13.7062
1,6,2010,13.0241,0.107,2.9,0.026,0.96,297.1150949,41.9091092,646.346,13.817,12.18,13.7062
1,6,2010,22.6845,0.155,7.3,0.004,0.96,297.1150949,41.9091092,646.346,13.817,12.18,13.7062
1,6,2010,31.9996,0.195,8.0,0.012,0.96,297.1150949,41.9091092,646.346,13.817,12.18,13.7062
1,6,2010,46.6888,0.25,2.0,0.013,0.96,297.1150949,41.9091092,646.346,13.817,12.18,13.7062
1,6,2010,118.3807,0.466,25.0,0.15,0.96,297.1150949,41.9091092,646.346,13.817,12.18,13.7062
1,1,2010,3.53269,0.0468,177.9848,0.023,1.1,52.8180374,-23.8197924,317.652,11.99,10.318,11.5821
1,1,2010,2.828042,0.04016,291.438,0.07,1.08,100.7656871,-1.2964437,1126.37,15.588,13.557,15.3453
1,1,2010,10.863502,0.0964,618.471,0.19,1.01,66.248142,39.460602,192.516,12.41,9.641,11.7232
1,2,2010,5.77152,0.0634,6.44,0.172,1.02,4.6762645,-8.0536206,23.4534,6.47933,4.897,6.29454
1,3,2010,2024.1,3.167,1360.0,0.0946,1.02,322.0510568,-21.7274194,47.7945,7.99,6.459,7.83246
1,6,2010,5.75979,0.0641,13.1,0.045,1.06,24.4731133,-60.5114881,38.9607,7.33,5.868,7.17261
1,6,2010,5.75969,0.06412,13.22173,0.073,1.06,24.4731133,-60.5114881,38.9607,7.33,5.868,7.17261
1,6,2010,16.357,0.12859,12.01397,0.131,1.06,24.4731133,-60.5114881,38.9607,7.33,5.868,7.17261
1,6,2010,16.3579,0.1286,11.75,0.088,1.06,24.4731133,-60.5114881,38.9607,7.33,5.868,7.17261
1,6,2010,49.745,0.2699,25.1,0.026,1.06,24.4731133,-60.5114881,38.9607,7.33,5.868,7.17261
1,6,2010,49.748,0.2699,25.58532,0.051,1.06,24.4731133,-60.5114881,38.9607,7.33,5.868,7.17261
1,6,2010,122.76,0.4929,23.9,0.135,1.06,24.4731133,-60.5114881,38.9607,7.33,5.868,7.17261
1,6,2010,122.744,0.4929,22.94733,0.119,1.06,24.4731133,-60.5114881,38.9607,7.33,5.868,7.17261
1,6,2010,604.67,1.427,23.26516,0.263,1.06,24.4731133,-60.5114881,38.9607,7.33,5.868,7.17261
1,6,2010,601.2,1.422,21.4,0.19,1.06,24.4731133,-60.5114881,38.9607,7.33,5.868,7.17261
1,6,2010,2222.0,3.4,64.4,0.08,1.06,24.4731133,-60.5114881,38.9607,7.33,5.868,7.17261
1,6,2010,2205.0,3.381,65.66368,0.095,1.06,24.4731133,-60.5114881,38.9607,7.33,5.868,7.17261
1,1,2010,1.21288287,0.02302,658.0,0.0,1.1,306.1239076,16.7621462,364.813,11.937,10.791,12.1741
1,3,2010,19.24,0.14,80.09,0.15,1.03,285.5739904,38.4008192,628.257,13.922,12.337,13.7809
1,3,2010,38.91,0.225,54.347,0.13,1.03,285.5739904,38.4008192,628.257,13.922,12.337,13.7809
2,1,2010,1845.0,3.02,301.926,0.08,1.09,58.9574779,-65.1863239,55.6146,7.77,6.489,7.638
2,1,2010,282.4,0.875,152.55,0.26,1.13,270.3800811,0.1044685,53.1119,8.1,6.586,7.95594
1,3,2010,1920.1,3.04,1128.25,0.23,1.02,322.0510568,-21.7274194,47.7945,7.99,6.459,7.83246
1,1,2010,4.03519,0.051,415.704,0.0,1.09,102.7211432,-5.0864557,1148.93,15.005,13.376,14.9147
1,1,2010,68.27,0.33,244.72,0.12,1.01,188.027184,74.4893379,67.8349,8.751,7.216,8.5873
1,1,2010,68.27,0.33,273.3338,0.12,1.2,188.027184,74.4893379,67.8349,8.751,7.216,8.5873
1,1,2010,225.7,0.69,63.566,0.3,0.76,347.297417,-2.2611645,28.8274,8.6,6.223,8.27432
2,1,2010,1313.0,2.45,216.1244,0.15,1.13,20.9054804,-41.2701007,55.4401,7.7,6.354,7.56066
1,1,2010,3.652836,0.0466,180.202,0.032,1.01,48.4354731,25.1973548,300.384,13.146,10.815,12.8416
1,3,2010,19.23891,0.143,43.4,0.0609,1.02,285.5739904,38.4008192,628.257,13.922,12.337,13.7809
1,3,2010,38.9853,0.227,29.9,0.06691,1.02,285.5739904,38.4008192,628.257,13.922,12.337,13.7809
1,2,2010,10.338523,0.0882,169.71,0.342,0.86,324.5359781,30.4881882,92.3831,10.375,8.544,10.2743
1,2,2010,1610.0,2.555,416.34,0.086,0.86,324.5359781,30.4881882,92.3831,10.375,8.544,10.2743
1,1,2010,2.87531694,0.03593,2294.7326,0.0172,0.74,111.9164295,24.3361185,71.0374,11.231,8.601,10.9903
1,1,2010,3.65281514,0.0466,180.84527,0.023,1.01,48.4354731,25.1973548,300.384,13.146,10.815,12.8416
1,1,2010,225.17,0.6875,62.93002,0.27,0.86,347.297417,-2.2611645,28.8274,8.6,6.223,8.27432
1,1,2010,4.008778,0.0466,92.802,0.067,0.84,9.5165832,34.7114025,202.078,12.826,10.546,12.5567
1,2,2010,5584.0,5.6,1080.6,0.39,0.92,324.5359781,30.4881882,92.3831,10.375,8.544,10.2743
1,2,2010,4.64275,0.05024,5.02169,0.235,0.79,259.4183491,29.228161,24.3323,8.43,6.004,8.10753
1,1,2010,1.4200242,0.02332,411.27202,0.0,0.84,303.3818697,65.1623313,185.615,12.692,10.409,12.4764
1,1,2010,1.42002504,0.02343,422.7139,0.0,0.85,303.3818697,65.1623313,185.615,12.692,10.409,12.4764
1,1,2010,4.234516,0.0479,18.751,0.124,0.82,213.1565508,4.0594175,141.837,11.757,9.581,11.4641
1,1,2010,5.508023,0.0559,62.61,0.084,0.77,256.346376,33.0123251,161.4,12.597,10.234,12.3682
2,1,2010,122.1,0.46,16.0,0.34,0.85,176.6208003,-40.4986211,9.2894,4.89,3.489,4.71107
1,1,2010,9.48908,0.0805,7.85036,0.063,0.77,168.6376584,25.7105962,21.5618,7.76,5.734,7.5136
1,1,2010,6.21229,0.063,69.92,0.0,0.88,291.5885696,1.4262972,322.037,14.792,11.463,14.2195
1,1,2010,9.4903,0.08,7.55,0.078,0.77,168.6376584,25.7105962,21.5618,7.76,5.734,7.5136
1,1,2010,57.435,0.25,111.2405,0.166,0.62,41.6800749,-23.0860048,23.371,10.25,6.736,9.59893
1,2,2010,4.6455,0.05,4.15,0.0,0.77,259.4183491,29.228161,24.3323,8.43,6.004,8.10753
1,1,2010,5.507978,0.0559,62.29468,0.009,0.77,256.346376,33.0123251,161.4,12.597,10.234,12.3682
2,4,2010,1056.80005,1.82,1576.4368,0.33,0.73,262.5448903,-51.6377777,16.0272,9.58,5.825,8.86517
1,1,2010,9.4909,0.0796,7.86,0.063,0.75,168.6376584,25.7105962,21.5618,7.76,5.734,7.5136
1,1,2010,2.875317,0.0361,2302.899,0.015,0.76,111.9164295,24.3361185,71.0374,11.231,8.601,10.9903
1,1,2010,13.2406,0.1055,874.0,0.53,0.89,291.0636813,0.7460143,338.386,15.293,11.782,14.6645
1,1,2010,57.435,0.25,114.4188,0.17,0.69,41.6800749,-23.0860048,23.371,10.25,6.736,9.59893
1,1,2010,225.7,0.6873,66.7415,0.3,0.85,347.297417,-2.2611645,28.8274,8.6,6.223,8.27432
1,2,2010,41.38,0.166,96.7,0.38,0.34,175.4326081,42.7515862,11.0143,11.939,6.822,10.5769
1,2,2010,41.397,0.163506,94.7094,0.314,0.34,175.4326081,42.7515862,11.0143,11.939,6.822,10.5769
1,4,2010,124.4,0.345,18.00115,0.04,0.34,343.3239737,-14.2665958,4.67517,10.16,5.01,8.8753
1,2,2010,41.375,0.1686,107.74383,0.366,0.37,175.4326081,42.7515862,11.0143,11.939,6.822,10.5769
1,1,2011,5.35227,0.0618,168.13207,0.37,1.1,278.5246658,-6.0026026,732.409,16.052,12.847,15.6507
1,1,2011,3.7681,0.0481,765.9703,0.081,1.04,278.699236,-6.612288,1176.12,16.29,12.472,15.4368
1,1,2011,1.9000693,0.0295,1099.6918,0.025,0.95,98.1724172,-0.0316045,764.889,14.868,13.014,14.8009
1,1,2011,3.89713,0.05166,367.09365,0.056,1.21,97.0335983,-0.1707293,790.663,14.135,11.837,13.7831
1,2,2011,9.24285,0.0901,1344.4209,0.575,1.14,97.7204249,0.2268931,844.061,14.63,12.513,14.4686
1,2,2011,9.24285,0.09,1366.669,0.59,1.14,97.7204249,0.2268931,844.061,14.63,12.513,14.4686
1,1,2011,3.6313,0.0484,982.0947,0.16,1.14,279.7826586,4.3577516,1060.97,15.675,12.364,15.0681
1,3,2011,7.3705,0.062,6.043,0.04,0.48,173.8619194,-32.5436302,9.06456,9.81,5.623,8.89138
1,3,2011,7.3697,0.06,5.3,0.05,0.48,173.8619194,-32.5436302,9.06456,9.81,5.623,8.89138
1,3,2011,7.3709,0.058,5.79,0.08,0.48,173.8619194,-32.5436302,9.06456,9.81,5.623,8.89138
2,1,2011,3.0395824,0.03998,195.78328,0.028,0.92,222.7673221,5.9473626,199.173,12.052,10.109,11.9562
1,1,2011,3.257215,0.04337,202.45771,0.039,1.02,13.0009159,34.728402,401.319,13.098,11.104,12.8718
2,1,2011,5.72339,0.06669,214.85308,0.104,1.21,33.1310921,51.7787754,313.576,11.825,10.297,11.7336
2,1,2011,2.810595,0.0419,237.10118,0.016,1.24,123.9498431,5.8368669,213.985,10.352,9.151,10.2998
1,1,2011,5.005425,0.061,682.38101,0.2617,1.22,271.5376722,26.4266061,344.05,11.667,10.083,11.4501
1,1,2011,5.005425,0.055,689.98,0.245,1.22,271.5376722,26.4266061,344.05,11.667,10.083,11.4501
2,1,2011,2.15000825,0.03427,238.3725,0.044,1.16,31.0427614,46.6878512,289.205,11.439,9.99,11.1335
2,1,2011,2.150008,0.0343,273.322,0.0,1.16,31.0427614,46.6878512,289.205,11.439,9.99,11.1335
2,1,2011,3.474474,0.0499,242.176,0.0,1.38,113.1842383,33.8350214,396.11,11.032,10.004,11.0238
2,1,2011,3.474474,0.04995,209.7678,0.22,1.38,113.1842383,33.8350214,396.11,11.032,10.004,11.0238
1,1,2011,5.452654,0.0677,1057.694,0.441,1.39,303.1954355,18.1047776,249.325,10.403,9.247,10.1944
1,1,2011,5.452654,0.06774,1058.3739,0.432,1.39,303.1954355,18.1047776,249.325,10.403,9.247,10.1944
3,1,2011,3.646706,0.0498,334.979,0.025,1.24,123.250703,4.7870288,506.965,12.389,11.03,12.2802
3,1,2011,3.646706,0.04978,335.62848,0.02,1.24,123.250703,4.7870288,506.965,12.389,11.03,12.2802
1,1,2011,1.327347,0.0238,582.24,0.063,1.02,188.2662048,44.9153672,294.419,12.146,10.603,12.093
1,1,2011,1.327347,0.02382,587.9855,0.059,1.02,188.2662048,44.9153672,294.419,12.146,10.603,12.093
1,1,2011,2.797436,0.03793,381.396,0.14,0.93,284.2960393,51.2691212,390.594,13.427,11.667,13.2615
1,1,2011,2.797436,0.0379,371.528,0.058,0.93,284.2960393,51.2691212,390.594,13.427,11.667,13.2615
1,2,2011,133.40355,0.502,2997.75753,0.647,0.94,258.0966686,63.3527828,36.1945,8.07,6.269,7.86569
1,4,2011,18.33,0.127,2.82,0.27,0.81,49.9997666,-43.0666533,6.00278,4.26,2.636,4.06635
1,4,2011,43.17,0.225,2.52,0.17,0.81,49.9997666,-43.0666533,6.00278,4.26,2.636,4.06635
1,4,2011,88.9,0.364,3.52,0.25,0.81,49.9997666,-43.0666533,6.00278,4.26,2.636,4.06635
2,2,2011,1301.36009,2.446,4402.55909,0.311,1.14,345.7838088,-0.4303594,55.4847,7.78,6.352,7.63573
2,1,2011,1270.55195,2.438,2597.9294,0.752,1.2,18.621465,-5.0479716,38.662,7.5,6.084,7.34996
2,1,2011,1807.0,2.98,425.8922,0.575,1.08,138.7885794,23.3748792,48.9489,8.05,6.53,7.8859
1,3,2011,0.8374907,0.01685,3.26,0.0,0.91,285.679298,50.2414842,185.506,11.043,9.496,10.9191
1,3,2011,0.8374912,0.01687,4.6,0.0,0.91,285.679298,50.2414842,185.506,11.043,9.496,10.9191
1,3,2011,45.294301,0.241,11.4,0.13,0.91,285.679298,50.2414842,185.506,11.043,9.496,10.9191
1,1,2011,4.4379637,0.05563,137.62039,0.021,1.17,286.2434458,50.0403671,881.386,13.468,12.066,13.3596
1,1,2011,4.9427809,0.05705,201.18639,0.068,1.02,296.2005506,49.1400304,739.412,13.81,12.216,13.7136
2,1,2011,226.0,0.688,99.48029,0.21,0.66,289.0758307,51.757229,75.0852,12.144,8.996,11.7472
1,1,2011,1.48571091,0.0268,785.0401,0.02,1.16,298.3952437,47.8149865,720.753,14.314,12.585,14.1311
1,3,2011,9.28699,0.0846,6.1,0.41,0.94,290.4209694,37.8516556,218.562,12.035,10.318,11.8763
2,6,2011,3.6961049,0.04565,9.7,0.083,0.93,287.6979913,42.3385782,282.563,12.61,10.871,12.4535
2,6,2011,10.8540774,0.0936,11.1,0.076,0.93,287.6979913,42.3385782,282.563,12.61,10.871,12.4535
2,6,2011,77.611455,0.3474,13.4,0.082,0.93,287.6979913,42.3385782,282.563,12.61,10.871,12.4535
